timestamp,value,anomaly_score,label
1,73.96732207,0.0301029996659,0
2,74.935882,0.0301029996659,0
3,76.12416182,1.0,0
4,78.14070732,1.0,0
5,79.32983574,1.0,0
6,78.71041827,0.0301029996659,0
7,80.26978421,1.0,0
8,80.27282792,0.0301029996659,0
9,80.35342468,0.0301029996659,0
10,79.48652315,0.0301029996659,0
11,80.78327674,1.0,0
12,79.50815854,0.0301029996659,0
13,79.30203285,0.0301029996659,0
14,80.80262407,0.0301029996659,0
15,80.37778929,0.0301029996659,0
16,80.47923735,0.0301029996659,0
17,81.42356028,1.0,0
18,81.37357535,0.0301029996659,0
19,81.69094215,0.0301029996659,0
20,80.18124978,0.0301029996659,0
21,81.76717835,0.0301029996659,0
22,81.25978065,0.0301029996659,0
23,80.30293653,0.0301029996659,0
24,81.11459031,0.0301029996659,0
25,81.74810877,0.0301029996659,0
26,81.99460747,0.0301029996659,0
27,81.2580527,0.0301029996659,0
28,83.11803871,1.0,0
29,81.24702121,0.0301029996659,0
30,82.73586941,0.0301029996659,0
31,81.72332602,0.0301029996659,0
32,81.56235567,0.0301029996659,0
33,81.43553422,0.0301029996659,0
34,81.90815592,0.0301029996659,0
35,82.45575098,0.0301029996659,0
36,83.02758267,0.0301029996659,0
37,83.36235646,0.0301029996659,0
38,81.88701566,0.0301029996659,0
39,82.88189183,0.0301029996659,0
40,83.57965349,0.0301029996659,0
41,83.76141298,0.0301029996659,0
42,82.30991906,0.0301029996659,0
43,83.05136903,0.0301029996659,0
44,83.26333638,0.0301029996659,0
45,84.09700706,0.0301029996659,0
46,83.5464428,0.0301029996659,0
47,83.48998999,0.0301029996659,0
48,83.43534304,0.0301029996659,0
49,85.18336642,1.0,0
50,85.34462435,0.0301029996659,0
51,84.67196172,0.0301029996659,0
52,85.30276155,0.0301029996659,0
53,84.34921079,0.0301029996659,0
54,84.55584383,0.0301029996659,0
55,83.7711366,0.0301029996659,0
56,85.29834063,0.0301029996659,0
57,85.40014591,0.0301029996659,0
58,85.10730255,0.0301029996659,0
59,84.97405668,0.0301029996659,0
60,85.43784202,0.0301029996659,0
61,84.83484013,0.0301029996659,0
62,84.94715827,0.0301029996659,0
63,86.16861901,1.0,0
64,86.37621858,0.0301029996659,0
65,86.3421685,0.0301029996659,0
66,86.61918376,0.0301029996659,0
67,86.30151068,0.0301029996659,0
68,86.57173751,0.0301029996659,0
69,86.48675455,0.0301029996659,0
70,87.52018696,1.0,0
71,87.00908412,0.0301029996659,0
72,86.96641259,0.0301029996659,0
73,88.62366147,1.0,0
74,88.59942914,0.0301029996659,0
75,89.44293245,1.0,0
76,87.98565262,0.0301029996659,0
77,89.75558903,0.0301029996659,0
78,88.80257312,0.0301029996659,0
79,89.7298597,0.0301029996659,0
80,90.22009915,0.0301029996659,0
81,89.44223536,0.0301029996659,0
82,90.50690649,0.0301029996659,0
83,90.89985471,0.0301029996659,0
84,89.52273909,0.0301029996659,0
85,90.79023919,0.0301029996659,0
86,91.52798129,0.0301029996659,0
87,90.30234442,0.0301029996659,0
88,91.69464161,0.0301029996659,0
89,90.61223839,0.0301029996659,0
90,91.35611449,0.0301029996659,0
91,91.1192753,0.0301029996659,0
92,92.2779806,0.0301029996659,0
93,91.93466396,0.0301029996659,0
94,91.26341409,0.0301029996659,0
95,91.03317052,0.0301029996659,0
96,90.54178741,0.0301029996659,0
97,89.31712427,0.0301029996659,0
98,88.60863427,0.0301029996659,0
99,88.00860982,0.0301029996659,0
100,87.9874342,0.0301029996659,0
101,87.62276247,0.0301029996659,0
102,86.35545122,0.0301029996659,0
103,86.69530437,0.0301029996659,0
104,84.67963832,0.0301029996659,0
105,84.07484551,0.0301029996659,0
106,84.35696223,0.0301029996659,0
107,84.58044581,0.0301029996659,0
108,82.68818775,0.0301029996659,0
109,82.69563236,0.0301029996659,0
110,83.76512879,0.0301029996659,0
111,82.98957536,0.0301029996659,0
112,82.23041088,0.0301029996659,0
113,83.88653506,0.0301029996659,0
114,81.89958882,0.0301029996659,0
115,81.51452457,0.0301029996659,0
116,82.75784339,0.0301029996659,0
117,82.38401128,0.0301029996659,0
118,83.21031771,0.0301029996659,0
119,82.8468474,0.0301029996659,0
120,80.83401484,0.0301029996659,0
121,80.57814533,0.0301029996659,0
122,82.38411475,0.0301029996659,0
123,82.14105996,0.0301029996659,0
124,81.51010328,0.0301029996659,0
125,80.32038196,0.0301029996659,0
126,81.37765072,0.0301029996659,0
127,82.57875201,0.0301029996659,0
128,83.67102071,0.0301029996659,0
129,82.31952904,0.0301029996659,0
130,84.00735878,0.0301029996659,0
131,84.15133223,0.0301029996659,0
132,85.42547113,0.0301029996659,0
133,86.54847695,0.0301029996659,0
134,87.29964034,0.0301029996659,0
135,86.08152742,0.0301029996659,0
136,85.88428549,0.0301029996659,0
137,85.56048471,0.0301029996659,0
138,85.13496309,0.0301029996659,0
139,86.6109496,0.0301029996659,0
140,86.15758118,0.0301029996659,0
141,85.23120601,0.0301029996659,0
142,85.93395961,0.0301029996659,0
143,85.11561607,0.0301029996659,0
144,85.86375607,0.0301029996659,0
145,83.48616417,0.0301029996659,0
146,85.48938451,0.0301029996659,0
147,83.14095879,0.0301029996659,0
148,83.35164174,0.0301029996659,0
149,83.69802526,0.0301029996659,0
150,83.80362667,0.0301029996659,0
151,83.50931286,0.0301029996659,0
152,83.4881532,0.0301029996659,0
153,84.0784573,0.0301029996659,0
154,82.2651982,0.0301029996659,0
155,82.83535437,0.0301029996659,0
156,82.04034143,0.0301029996659,0
157,81.50854903,0.0301029996659,0
158,82.36420121,0.0301029996659,0
159,80.58482816,0.0301029996659,0
160,80.9978684,0.0301029996659,0
161,81.16723557,0.0301029996659,0
162,80.31567859,0.0301029996659,0
163,79.66605694,0.0301029996659,0
164,79.8814896,0.0301029996659,0
165,78.09314197,0.0301029996659,0
166,77.72449282,0.0301029996659,0
167,78.41045288,0.0301029996659,0
168,77.1646548,0.0301029996659,0
169,75.35177264,0.0301029996659,0
170,76.18233367,0.0301029996659,0
171,74.56924109,0.0301029996659,0
172,73.50573006,0.0301029996659,0
173,74.57014555,0.0301029996659,0
174,72.68741156,0.0301029996659,0
175,73.52553931,0.0301029996659,0
176,72.82721113,0.0301029996659,0
177,72.77529924,0.0301029996659,0
178,73.83093472,0.0301029996659,0
179,73.13846943,0.0301029996659,0
180,75.34241901,0.0301029996659,0
181,74.81298165,0.0301029996659,0
182,76.34122004,0.0301029996659,0
183,75.35202093,0.0301029996659,0
184,76.16336404,0.0301029996659,0
185,77.01836571,0.0301029996659,0
186,78.61550225,0.0301029996659,0
187,77.52448684,0.0301029996659,0
188,79.26428222,0.0301029996659,0
189,77.39280881,0.0301029996659,0
190,78.22049763,0.0301029996659,0
191,78.35412045,0.0301029996659,0
192,80.11719562,0.0301029996659,0
193,80.49280262,0.0301029996659,0
194,78.8077078,0.0301029996659,0
195,80.44409017,0.0301029996659,0
196,79.70186363,0.0301029996659,0
197,80.17581648,0.0301029996659,0
198,80.00900765,0.0301029996659,0
199,79.75172848,0.0301029996659,0
200,81.54395534,0.0301029996659,0
201,81.30146345,0.0301029996659,0
202,81.19987815,0.0301029996659,0
203,81.68924032,0.0301029996659,0
204,80.85042358,0.0301029996659,0
205,80.22887183,0.0301029996659,0
206,80.54340412,0.0301029996659,0
207,82.69675156,0.0301029996659,0
208,82.87691879,0.0301029996659,0
209,81.39294104,0.0301029996659,0
210,81.09516526,0.0301029996659,0
211,82.01953528,0.0301029996659,0
212,81.3269712,0.0301029996659,0
213,82.31148178,0.0301029996659,0
214,83.32496669,0.0301029996659,0
215,83.21001771,0.0301029996659,0
216,82.25146959,0.0301029996659,0
217,83.11339476,0.0301029996659,0
218,84.61722355,0.0301029996659,0
219,84.37223101,0.0301029996659,0
220,84.79520638,0.0301029996659,0
221,83.63540044,0.0301029996659,0
222,82.62589147,0.0301029996659,0
223,83.2559329,0.0301029996659,0
224,84.38916448,0.0301029996659,0
225,83.18147487,0.0301029996659,0
226,83.48184527,0.0301029996659,0
227,82.68143532,0.0301029996659,0
228,82.97997961,0.0301029996659,0
229,84.1348685,0.0301029996659,0
230,83.54342224,0.0301029996659,0
231,82.56862498,0.0301029996659,0
232,83.45096889,0.0301029996659,0
233,83.45143576,0.0301029996659,0
234,82.88039053,0.0301029996659,0
235,82.57263847,0.0301029996659,0
236,83.85374038,0.0301029996659,0
237,82.44444475,0.0301029996659,0
238,82.11652105,0.0301029996659,0
239,82.52409712,0.0301029996659,0
240,83.22921909,0.0301029996659,0
241,83.55667979,0.0301029996659,0
242,82.69741029,0.0301029996659,0
243,82.24032523,0.0301029996659,0
244,82.18283255,0.0301029996659,0
245,81.91025778,0.0301029996659,0
246,81.92220756,0.0301029996659,0
247,83.08562271,0.0301029996659,0
248,81.94416494,0.0301029996659,0
249,83.33882055,0.0301029996659,0
250,82.73869514,0.0301029996659,0
251,81.52296852,0.0301029996659,0
252,81.42689951,0.0301029996659,0
253,83.44744203,0.0301029996659,0
254,83.17741645,0.0301029996659,0
255,81.39971499,0.0301029996659,0
256,81.49327887,0.0301029996659,0
257,81.4224744,0.0301029996659,0
258,80.01620011,0.0301029996659,0
259,81.18422859,0.0301029996659,0
260,78.87746103,0.0301029996659,0
261,79.32870176,0.0301029996659,0
262,78.53209148,0.0301029996659,0
263,77.31031199,0.0301029996659,0
264,78.60147648,0.0301029996659,0
265,80.59333215,0.0301029996659,0
